"name","layout","mana_cost","cmc","colors","color_identity","names","type","supertypes","subtypes","types","rarity","text","flavor","artist","number","power","toughness","loyalty","multiverse_id","variations","watermark","border","timeshifted","hand","life","release_date","starter","printings","original_text","original_type","source","image_url","set","set_name","id","legalities","rulings","foreign_names"
"Thrash","split","{R/G}{R/G}","2.0","['Red', 'Green']","['G', 'R']","['Thrash', 'Threat']","Instant","[]","[]","['Instant']","Rare","Target creature you control deals damage equal to its power to target creature or planeswalker you don't control.","","Winona Nelson","229","","","","457373","","gruul","","","","","","","['RNA']","Target creature you control deals damage equal to its power to target creature or planeswalker you don't control.","Instant","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457373&type=card","RNA","Ravnica Allegiance","9594edd3-d63e-52ff-8d63-5ef017fe2f46","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'If either target is an illegal target as Thrash tries to resolve, the creature you control won’t deal damage.'}]","[]"
"Warden","split","{3}{W}{U}","2.0","['White', 'Blue']","['U', 'W']","['Warrant', 'Warden']","Sorcery","[]","[]","['Sorcery']","Rare","Create a 4/4 white and blue Sphinx creature token with flying and vigilance.","","Matt Stewart","230","","","","457374","","azorius","","","","","","","['RNA']","Create a 4/4 white and blue Sphinx creature token with flying and vigilance.","Sorcery","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457374&type=card","RNA","Ravnica Allegiance","65745afc-e797-5fae-8b75-df6b0ad4170f","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'An “attacking creature” is one that has been declared as an attacker or put onto the battlefield attacking during this combat. Unless that creature leaves combat, it continues to be an attacking creature through the end of combat step, even if the player it was attacking has left the game or the planeswalker it was attacking has left combat. Similarly, a “blocking creature” is one that has been declared as a blocker or put onto the battlefield blocking during this combat.'}]","[]"
"Warrant","split","{W/U}{W/U}","2.0","['White', 'Blue']","['U', 'W']","['Warrant', 'Warden']","Instant","[]","[]","['Instant']","Rare","Put target attacking or blocking creature on top of its owner's library.","","Matt Stewart","230","","","","457374","","azorius","","","","","","","['RNA']","Put target attacking or blocking creature on top of its owner's library.","Instant","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457374&type=card","RNA","Ravnica Allegiance","ec28d193-91ea-5501-a151-05ca98c87111","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'An “attacking creature” is one that has been declared as an attacker or put onto the battlefield attacking during this combat. Unless that creature leaves combat, it continues to be an attacking creature through the end of combat step, even if the player it was attacking has left the game or the planeswalker it was attacking has left combat. Similarly, a “blocking creature” is one that has been declared as a blocker or put onto the battlefield blocking during this combat.'}]","[]"
"Azorius Locket","normal","{3}","3.0","[]","['U', 'W']","","Artifact","[]","[]","['Artifact']","Common","{T}: Add {W} or {U}.
{W/U}{W/U}{W/U}{W/U}, {T}, Sacrifice Azorius Locket: Draw two cards.","""Mandatory lockets enable the tracking of all Senate personnel for improved security and efficiency.""
—Dovin Baan","Craig J Spearing","231","","","","457375","","azorius","","","","","","","['RNA']","{T}: Add {W} or {U}.
{WU}{WU}{WU}{WU}, {T}, Sacrifice Azorius Locket: Draw two cards.","Artifact","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457375&type=card","RNA","Ravnica Allegiance","d9a79c05-992d-5651-a508-1812036a8cb5","[{'format': 'Future', 'legality': 'Legal'}]","[]","[]"
"Gate Colossus","normal","{8}","8.0","[]","[]","","Artifact Creature — Construct","[]","['Construct']","['Artifact', 'Creature']","Uncommon","This spell costs {1} less to cast for each Gate you control.
Gate Colossus can't be blocked by creatures with power 2 or less.
Whenever a Gate enters the battlefield under your control, you may put Gate Colossus from your graveyard on top of your library.","","Izzy","232","8","8","","457376","","","","","","","","","['PRNA', 'RNA']","This spell costs {1} less to cast for each Gate you control.
Gate Colossus can't be blocked by creatures with power 2 or less.
Whenever a Gate enters the battlefield under your control, you may put Gate Colossus from your graveyard on top of your library.","Artifact Creature — Construct","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457376&type=card","RNA","Ravnica Allegiance","d9104b85-38a9-58a6-82d1-67a8d2d760f4","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'Once a creature with power 3 or greater has blocked this creature, changing the power of the blocking creature won’t cause this creature to become unblocked.'}]","[]"
"Glass of the Guildpact","normal","{2}","2.0","[]","[]","","Artifact","[]","[]","['Artifact']","Rare","Multicolored creatures you control get +1/+1.","""Counterbalanced forces sustain this city. No faction above others. A beautiful idea.""
—Emmara","Dimitar Marinski","233","","","","457377","","","","","","","","","['RNA']","Multicolored creatures you control get +1/+1.","Artifact","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457377&type=card","RNA","Ravnica Allegiance","b112c9a9-dd55-59ca-9221-7d1b6257b914","[{'format': 'Future', 'legality': 'Legal'}]","[]","[]"
"Gruul Locket","normal","{3}","3.0","[]","['G', 'R']","","Artifact","[]","[]","['Artifact']","Common","{T}: Add {R} or {G}.
{R/G}{R/G}{R/G}{R/G}, {T}, Sacrifice Gruul Locket: Draw two cards.","""In life, it was a cunning survivor, fearless and quick. May its power pass to you as you wear its skull.""
—Gna, Gruul shaman","Kev Walker","234","","","","457378","","gruul","","","","","","","['RNA']","{T}: Add {R} or {G}.
{RG}{RG}{RG}{RG}, {T}, Sacrifice Gruul Locket: Draw two cards.","Artifact","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457378&type=card","RNA","Ravnica Allegiance","147a977e-47b8-5611-bbd2-79e067160c7e","[{'format': 'Future', 'legality': 'Legal'}]","[]","[]"
"Junktroller","normal","{4}","4.0","[]","[]","","Artifact Creature — Golem","[]","['Golem']","['Artifact', 'Creature']","Uncommon","Defender
{T}: Put target card from a graveyard on the bottom of its owner's library.","""Hey, wait! That's my boot!""
—Darijo, Ivy Street ruffian","Chris Seaman","235","0","6","","457379","","","","","","","","","['RAV', 'RNA']","Defender
{T}: Put target card from a graveyard on the bottom of its owner's library.","Artifact Creature — Golem","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457379&type=card","RNA","Ravnica Allegiance","cee0ca1d-204e-5e99-bbb3-35d381efdc17","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[]","[]"
"Orzhov Locket","normal","{3}","3.0","[]","['B', 'W']","","Artifact","[]","[]","['Artifact']","Common","{T}: Add {W} or {B}.
{W/B}{W/B}{W/B}{W/B}, {T}, Sacrifice Orzhov Locket: Draw two cards.","""It looks expensive, doesn't it? You have no idea...""
—Milana, Orzhov prelate","Volkan Baga","236","","","","457380","","orzhov","","","","","","","['RNA']","{T}: Add {W} or {B}.
{WB}{WB}{WB}{WB}, {T}, Sacrifice Orzhov Locket: Draw two cards.","Artifact","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457380&type=card","RNA","Ravnica Allegiance","493e49b2-fdf1-5b61-8b56-6882c8c92cee","[{'format': 'Future', 'legality': 'Legal'}]","[]","[]"
"Rakdos Locket","normal","{3}","3.0","[]","['B', 'R']","","Artifact","[]","[]","['Artifact']","Common","{T}: Add {B} or {R}.
{B/R}{B/R}{B/R}{B/R}, {T}, Sacrifice Rakdos Locket: Draw two cards.","""This trinket will gain you admittance to some painfully exclusive gatherings.""
—Exava, blood witch","Sung Choi","237","","","","457381","","rakdos","","","","","","","['RNA']","{T}: Add {B} or {R}.
{BR}{BR}{BR}{BR}, {T}, Sacrifice Rakdos Locket: Draw two cards.","Artifact","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457381&type=card","RNA","Ravnica Allegiance","aa8be86d-1bc7-55d9-9554-af30ea072f90","[{'format': 'Future', 'legality': 'Legal'}]","[]","[]"
"Scrabbling Claws","normal","{1}","1.0","[]","[]","","Artifact","[]","[]","['Artifact']","Uncommon","{T}: Target player exiles a card from their graveyard.
{1}, Sacrifice Scrabbling Claws: Exile target card from a graveyard. Draw a card.","Feel it steel. Feed it gold. Feed it bone. In the belly of the furnace, the flames know no difference.","James Paick","238","","","","457382","","","","","","","","","['C18', 'MRD', 'RNA', 'WC04']","{T}: Target player exiles a card from their graveyard.
{1}, Sacrifice Scrabbling Claws: Exile target card from a graveyard. Draw a card.","Artifact","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457382&type=card","RNA","Ravnica Allegiance","a93a205e-ecfa-5c11-a242-08a0b00b8073","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[]","[]"
"Screaming Shield","normal","{1}","1.0","[]","[]","","Artifact — Equipment","[]","['Equipment']","['Artifact']","Uncommon","Equipped creature gets +0/+3 and has ""{2}, {T}: Target player puts the top three cards of their library into their graveyard.""
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)","Shhh . . .","Titus Lunter","239","","","","457383","","","","","","","","","['RNA']","Equipped creature gets +0/+3 and has ""{2}, {T}: Target player puts the top three cards of their library into their graveyard.""
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)","Artifact — Equipment","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457383&type=card","RNA","Ravnica Allegiance","cfb53737-9631-560a-ab2d-b4f60b654a33","[{'format': 'Future', 'legality': 'Legal'}]","[]","[]"
"Simic Locket","normal","{3}","3.0","[]","['G', 'U']","","Artifact","[]","[]","['Artifact']","Common","{T}: Add {G} or {U}.
{G/U}{G/U}{G/U}{G/U}, {T}, Sacrifice Simic Locket: Draw two cards.","""Like our guild itself, this locket can stand for many things. You must discern what it means for you.""
—Vannifar","Yeong-Hao Han","240","","","","457384","","simic","","","","","","","['RNA']","{T}: Add {G} or {U}.
{GW}{GW}{GW}{GW}, {T}, Sacrifice Simic Locket: Draw two cards.","Artifact","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457384&type=card","RNA","Ravnica Allegiance","81bf9080-1efd-5596-b8dc-cf48fb6e93fa","[{'format': 'Future', 'legality': 'Legal'}]","[]","[]"
"Sphinx of the Guildpact","normal","{7}","7.0","['Black', 'Green', 'Red', 'Blue', 'White']","['B', 'G', 'R', 'U', 'W']","","Artifact Creature — Sphinx","[]","['Sphinx']","['Artifact', 'Creature']","Uncommon","Sphinx of the Guildpact is all colors.
Flying
Hexproof from monocolored (This creature can't be the target of monocolored spells or abilities your opponents control.)","","Milivoj Ćeran","241","5","5","","457385","","","","","","","","","['RNA']","Sphinx of the Guildpact is all colors.
Flying
Hexproof from monocolored (This creature can't be the target of monocolored spells or abilities your opponents control.)","Artifact Creature — Sphinx","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457385&type=card","RNA","Ravnica Allegiance","15759fbd-51f5-5672-bbbc-a0ceb5bd6c85","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'The ability that makes Sphinx of the Guildpact all colors works in all zones.'}, {'date': '2019-01-25', 'text': 'An object is monocolored if it has exactly one color. A colorless object isn’t monocolored.'}]","[]"
"Tome of the Guildpact","normal","{5}","5.0","[]","[]","","Artifact","[]","[]","['Artifact']","Rare","Whenever you cast a multicolored spell, draw a card.
{T}: Add one mana of any color.","""Reading it has given me a glimpse of what makes this deeply flawed city so very magnificent.""
—Dovin Baan","Randy Gallegos","242","","","","457386","","","","","","","","","['RNA']","Whenever you cast a multicolored spell, draw a card.
{T}: Add one mana of any color.","Artifact","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457386&type=card","RNA","Ravnica Allegiance","9a4cef8b-e5ee-59ca-8739-823f4fa0239b","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'Tome of the Guildpact’s ability resolves before the spell that caused it to trigger. It resolves even if that spell is countered.'}]","[]"
"Azorius Guildgate","normal","","0.0","[]","['U', 'W']","","Land — Gate","[]","['Gate']","['Land']","Common","Azorius Guildgate enters the battlefield tapped.
{T}: Add {W} or {U}.","""If the populace fears our authority, then I'd say we have an appropriately sensible populace.""
—Dovin Baan","Titus Lunter","243","","","","457387","['dd64f889-630d-5e09-b547-d2da8e1ff3a0']","azorius","","","","","","","['C13', 'C18', 'CMA', 'DGM', 'MM3', 'RNA', 'RTR']","Azorius Guildgate enters the battlefield tapped.
{T}: Add {W} or {U}.","Land — Gate","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457387&type=card","RNA","Ravnica Allegiance","f30a27c8-ceff-5599-a30b-cda74dc482a6","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2013-04-15', 'text': 'The subtype Gate has no special rules significance, but other spells and abilities may refer to it.'}, {'date': '2013-04-15', 'text': 'Gate is not a basic land type.'}]","[]"
"Azorius Guildgate","normal","","0.0","[]","['U', 'W']","","Land — Gate","[]","['Gate']","['Land']","Common","Azorius Guildgate enters the battlefield tapped.
{T}: Add {W} or {U}.","""If you want to know what's really going on in any building, you don't walk in the front door. You stake out the back.""
—Lavinia","Titus Lunter","244","","","","457388","['f30a27c8-ceff-5599-a30b-cda74dc482a6']","azorius","","","","","","","['C13', 'C18', 'CMA', 'DGM', 'MM3', 'RNA', 'RTR']","Azorius Guildgate enters the battlefield tapped.
{T}: Add {W} or {U}.","Land — Gate","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457388&type=card","RNA","Ravnica Allegiance","dd64f889-630d-5e09-b547-d2da8e1ff3a0","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2013-04-15', 'text': 'The subtype Gate has no special rules significance, but other spells and abilities may refer to it.'}, {'date': '2013-04-15', 'text': 'Gate is not a basic land type.'}]","[]"
"Blood Crypt","normal","","0.0","[]","['B', 'R']","","Land — Swamp Mountain","[]","['Swamp', 'Mountain']","['Land']","Rare","({T}: Add {B} or {R}.)
As Blood Crypt enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.","Life is a show, and death its final performance.","Adam Paquette","245","","","","457389","","rakdos","","","","","","","['DIS', 'EXP', 'RNA', 'RTR']","({T}: Add {B} or {R}.)
As Blood Crypt enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.","Land — Swamp Mountain","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457389&type=card","RNA","Ravnica Allegiance","4cb5d183-b0ed-5e40-97f4-d7065d21cb9c","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2018-10-05', 'text': 'Unlike most dual lands, this land has two basic land types. It’s not basic, so cards such as District Guide can’t find it, but it does have the appropriate land types for effects such as that of Drowned Catacomb (from the Ixalan set).'}, {'date': '2018-10-05', 'text': 'If an effect puts this land onto the battlefield tapped, you may pay 2 life, but it still enters tapped.'}]","[]"
"Breeding Pool","normal","","0.0","[]","['G', 'U']","","Land — Forest Island","[]","['Forest', 'Island']","['Land']","Rare","({T}: Add {G} or {U}.)
As Breeding Pool enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.","""One beginning, many paths.""
—Vannifar","Jenn Ravenna","246","","","","457390","","simic","","","","","","","['DIS', 'EXP', 'GTC', 'RNA']","({T}: Add {G} or {U}.)
As Breeding Pool enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.","Land — Forest Island","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457390&type=card","RNA","Ravnica Allegiance","6def0083-3a6a-5afc-a80f-ea432d552244","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2018-10-05', 'text': 'Unlike most dual lands, this land has two basic land types. It’s not basic, so cards such as District Guide can’t find it, but it does have the appropriate land types for effects such as that of Drowned Catacomb (from the Ixalan set).'}, {'date': '2018-10-05', 'text': 'If an effect puts this land onto the battlefield tapped, you may pay 2 life, but it still enters tapped.'}]","[]"
"Gateway Plaza","normal","","0.0","[]","[]","","Land — Gate","[]","['Gate']","['Land']","Common","Gateway Plaza enters the battlefield tapped.
When Gateway Plaza enters the battlefield, sacrifice it unless you pay {1}.
{T}: Add one mana of any color.","The Chamber of the Guildpact has fallen silent, its bright promise broken.","Jedd Chevrier","247","","","","457391","","","","","","","","","['GRN', 'RNA']","Gateway Plaza enters the battlefield tapped.
When Gateway Plaza enters the battlefield, sacrifice it unless you pay {1}.
{T}: Add one mana of any color.","Land — Gate","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457391&type=card","RNA","Ravnica Allegiance","c639fd9f-5980-5247-bc66-9964691a81b1","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Brawl', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Frontier', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Standard', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[]","[]"
"Godless Shrine","normal","","0.0","[]","['B', 'W']","","Land — Plains Swamp","[]","['Plains', 'Swamp']","['Land']","Rare","({T}: Add {W} or {B}.)
As Godless Shrine enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.","Sin is debt, and absolution is paid in tithes of gold and blood.","Jenn Ravenna","248","","","","457392","","orzhov","","","","","","","['EXP', 'GPT', 'GTC', 'RNA']","({T}: Add {W} or {B}.)
As Godless Shrine enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.","Land — Plains Swamp","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457392&type=card","RNA","Ravnica Allegiance","1cfbea5e-592a-5a19-9f9e-6b97ab9da7e4","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2018-10-05', 'text': 'Unlike most dual lands, this land has two basic land types. It’s not basic, so cards such as District Guide can’t find it, but it does have the appropriate land types for effects such as that of Drowned Catacomb (from the Ixalan set).'}, {'date': '2018-10-05', 'text': 'If an effect puts this land onto the battlefield tapped, you may pay 2 life, but it still enters tapped.'}]","[]"
"Gruul Guildgate","normal","","0.0","[]","['G', 'R']","","Land — Gate","[]","['Gate']","['Land']","Common","Gruul Guildgate enters the battlefield tapped.
{T}: Add {R} or {G}.","""Beyond this gate there are no citizens, only predators and prey.""
—Domri Rade","Alexander Forssberg","249","","","","457393","['42cebbc2-4ecc-598a-99c5-f7728254b5f3']","gruul","","","","","","","['C13', 'DGM', 'GTC', 'MM3', 'RNA']","Gruul Guildgate enters the battlefield tapped.
{T}: Add {R} or {G}.","Land — Gate","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457393&type=card","RNA","Ravnica Allegiance","603f4180-aa98-504b-a27b-2757404265b7","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2013-04-15', 'text': 'The subtype Gate has no special rules significance, but other spells and abilities may refer to it.'}, {'date': '2013-04-15', 'text': 'Gate is not a basic land type.'}]","[]"
"Gruul Guildgate","normal","","0.0","[]","['G', 'R']","","Land — Gate","[]","['Gate']","['Land']","Common","Gruul Guildgate enters the battlefield tapped.
{T}: Add {R} or {G}.","""Old turf. Powerful turf. Much good blood spilled here.""
—Ruric Thar","Alexander Forssberg","250","","","","457394","['603f4180-aa98-504b-a27b-2757404265b7']","gruul","","","","","","","['C13', 'DGM', 'GTC', 'MM3', 'RNA']","Gruul Guildgate enters the battlefield tapped.
{T}: Add {R} or {G}.","Land — Gate","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457394&type=card","RNA","Ravnica Allegiance","42cebbc2-4ecc-598a-99c5-f7728254b5f3","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2013-04-15', 'text': 'The subtype Gate has no special rules significance, but other spells and abilities may refer to it.'}, {'date': '2013-04-15', 'text': 'Gate is not a basic land type.'}]","[]"
"Hallowed Fountain","normal","","0.0","[]","['U', 'W']","","Land — Plains Island","[]","['Plains', 'Island']","['Land']","Rare","({T}: Add {W} or {U}.)
As Hallowed Fountain enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.","The ever-watchful center of a growing web of eyes.","Jedd Chevrier","251","","","","457395","","azorius","","","","","","","['DIS', 'EXP', 'RNA', 'RTR']","({T}: Add {W} or {U}.)
As Hallowed Fountain enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.","Land — Plains Island","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457395&type=card","RNA","Ravnica Allegiance","17222c4c-c364-53ad-bceb-24d077c9de79","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2018-10-05', 'text': 'Unlike most dual lands, this land has two basic land types. It’s not basic, so cards such as District Guide can’t find it, but it does have the appropriate land types for effects such as that of Drowned Catacomb (from the Ixalan set).'}, {'date': '2018-10-05', 'text': 'If an effect puts this land onto the battlefield tapped, you may pay 2 life, but it still enters tapped.'}]","[]"
"Orzhov Guildgate","normal","","0.0","[]","['B', 'W']","","Land — Gate","[]","['Gate']","['Land']","Common","Orzhov Guildgate enters the battlefield tapped.
{T}: Add {W} or {B}.","""So much wealth. So much splendor. So much temptation to believe the gilded lie.""
—Kaya","Cliff Childs","252","","","","457396","['8b04a4c5-831e-5c32-8acc-03db809ebedf']","orzhov","","","","","","","['C13', 'C15', 'C17', 'C18', 'DGM', 'GTC', 'MM3', 'RNA']","Orzhov Guildgate enters the battlefield tapped.
{T}: Add {W} or {B}.","Land — Gate","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457396&type=card","RNA","Ravnica Allegiance","7ac7e51a-b70e-5065-a949-91fbb1a56485","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2013-04-15', 'text': 'The subtype Gate has no special rules significance, but other spells and abilities may refer to it.'}, {'date': '2013-04-15', 'text': 'Gate is not a basic land type.'}]","[]"
"Orzhov Guildgate","normal","","0.0","[]","['B', 'W']","","Land — Gate","[]","['Gate']","['Land']","Common","Orzhov Guildgate enters the battlefield tapped.
{T}: Add {W} or {B}.","""If you think the cathedral is impressive, you should see what's down below.""
—Teysa","Cliff Childs","253","","","","457397","['7ac7e51a-b70e-5065-a949-91fbb1a56485']","orzhov","","","","","","","['C13', 'C15', 'C17', 'C18', 'DGM', 'GTC', 'MM3', 'RNA']","Orzhov Guildgate enters the battlefield tapped.
{T}: Add {W} or {B}.","Land — Gate","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457397&type=card","RNA","Ravnica Allegiance","8b04a4c5-831e-5c32-8acc-03db809ebedf","[{'format': '1v1', 'legality': 'Legal'}, {'format': 'Commander', 'legality': 'Legal'}, {'format': 'Duel', 'legality': 'Legal'}, {'format': 'Future', 'legality': 'Legal'}, {'format': 'Legacy', 'legality': 'Legal'}, {'format': 'Modern', 'legality': 'Legal'}, {'format': 'Pauper', 'legality': 'Legal'}, {'format': 'Penny', 'legality': 'Legal'}, {'format': 'Vintage', 'legality': 'Legal'}]","[{'date': '2013-04-15', 'text': 'The subtype Gate has no special rules significance, but other spells and abilities may refer to it.'}, {'date': '2013-04-15', 'text': 'Gate is not a basic land type.'}]","[]"
"Plaza of Harmony","normal","","0.0","[]","[]","","Land","[]","[]","['Land']","Rare","When Plaza of Harmony enters the battlefield, if you control two or more Gates, you gain 3 life.
{T}: Add {C}.
{T}: Add one mana of any type that a Gate you control could produce.","","Jedd Chevrier","254","","","","457398","","","","","","","","","['RNA']","When Plaza of Harmony enters the battlefield, if you control two or more Gates, you gain 3 life.
{T}: Add {C}.
{T}: Add one mana of any type that a Gate you control could produce.","Land","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457398&type=card","RNA","Ravnica Allegiance","6d4023e2-73f3-5a7e-af25-56c5cb5852b5","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'The types of mana are white, blue, black, red, green, and colorless.'}, {'date': '2019-01-25', 'text': 'Any additions to a Gate’s land types or abilities gained by a Gate can affect the types of mana a Gate can produce.'}, {'date': '2019-01-25', 'text': 'Plaza of Harmony checks the effects of all mana-producing abilities of Gates you control, but it doesn’t check their costs or legality. For example, it doesn’t check whether a Gate is untapped.'}]","[]"
